field_name,form_name,section_header,field_type,field_label,select_choices_or_calculations,field_note,text_validation_type_or_show_slider_number,text_validation_min,text_validation_max,identifier,branching_logic,required_field,custom_alignment,question_number,matrix_group_name,matrix_ranking,field_annotation
cdc_covid_xx_b_seconddose_other,summer_minute_survey_on_covid19_vaccines,,text,"Please specify:",,"Start Date: 6/10/2021",,,,,"[cdc_covid_xx_b_seconddose] = 'COPE_A_204'",,,,,,"REGISTERED_QUESTION_SUPPRESSED
CONTROLLED_QUESTION_SUPPRESSED"
cdc_covid_xx_symptom_seconddose,summer_minute_survey_on_covid19_vaccines,,checkbox,"Since receiving your second COVID-19 vaccine, have you experienced any of the following adverse reactions? Please select all that apply.","cope_a_337, Swelling, redness, and/or pain at the injection site | cope_a_338, Fever | cope_a_339, Guillain-Barre syndrome | cope_a_340, Headache | cope_a_341, Tiredness | cope_a_342, Muscle pain | cope_a_343, Chills | cope_a_344, Nausea | cope_a_345, Severe allergic reaction (anaphylaxis) | cope_a_346, Fainting or dizziness | cope_a_347, Multisystem inflammatory syndrome | cope_a_348, COVID-19 infection | cope_a_349, Hospitalization | cope_a_350, Other complication or event following vaccination | COPE_A_236, None of the above","Start Date: 6/10/2021",,,,,"[cdc_covid_xx_seconddose] = 'COPE_A_44'",,,,,,@NONEOFTHEABOVE=COPE_A_236
cdc_covid_xx_symptom_seconddose_cope_350,summer_minute_survey_on_covid19_vaccines,,text,"Please specify:",,"Start Date: 6/10/2021",,,,,"[cdc_covid_xx_symptom_seconddose(cope_a_350)] = '1'",,,,,,"REGISTERED_QUESTION_SUPPRESSED
CONTROLLED_QUESTION_SUPPRESSED"
dmfs_xx_1,summer_minute_survey_on_covid19_vaccines,,radio,"When a COVID-19 vaccine is available to you, how likely are you to get vaccinated?","cope_a_318, Very likely | cope_a_317, Likely | cope_a_273, I do not know yet | cope_a_315, Unlikely | cope_a_316, Very unlikely","Start Date: 10/27/2020",,,,,"[cdc_covid_xx_firstdose] = 'COPE_A_13' or [cdc_covid_xx_firstdose] = 'cope_a_334'",,,,,,
dmfs_29,summer_minute_survey_on_covid19_vaccines,,checkbox,"What factors might make you less likely to get the vaccine? Please select all that apply.","cope_a_303, I will not get/am never sick. | cope_a_290, It is just a virus/not fatal/not necessary. | cope_a_291, I never get vaccinated. | cope_a_292, I do not trust the vaccine. | cope_a_293, I do not want to pay for it. | cope_a_295, Vaccination location is not convenient. | cope_a_354, Difficulty in making an appointment | cope_a_288, It depends on the risks/adverse events. | cope_a_297, I have not thought about it yet. | cope_a_298, I am not in a risk group with underlying conditions. | cope_a_299, I need more information first. | cope_a_301, I have already had COVID-19. | cope_a_302, I am going to let others get it first (herd immunity). | cope_a_351, I have had severe allergic reactions to vaccines in the past. | cope_a_352, I am concerned that it will not interact well with other medications/treatments that I am currently taking. | cope_a_353, I am currently pregnant, planning a pregnancy, or breastfeeding. | COPE_A_202, Do not know yet. | COPE_A_204, Other","Start Date: 10/27/2020",,,,,"[dmfs_xx_1] = 'cope_a_317' or [dmfs_xx_1] = 'cope_a_273' or [dmfs_xx_1] = 'cope_a_315' or [dmfs_xx_1] = 'cope_a_316'",,,,,,"REGISTERED_QUESTION_SUPPRESSED, @NONEOFTHEABOVE=COPE_A_202"
dmfs_29a,summer_minute_survey_on_covid19_vaccines,,text,"Please specify:",,"Start Date: 10/27/2020",,,,,"[dmfs_29(COPE_A_204)] = '1'",,,,,,REGISTERED_QUESTION_SUPPRESSED
dmfs_xx_1_seconddose,summer_minute_survey_on_covid19_vaccines,,radio,"When a second COVID-19 vaccine is available to you, how likely are you to get vaccinated?","cope_a_318, Very likely | cope_a_317, Likely | cope_a_273, I do not know yet | cope_a_315, Unlikely | cope_a_316, Very unlikely","Start Date: 6/10/2021",,,,,"[cdc_covid_xx_seconddose] = 'COPE_A_13' and ([cdc_covid_xx_b_firstdose] = 'cope_a_335' or [cdc_covid_xx_b_firstdose] = 'cope_a_330' or [cdc_covid_xx_b_firstdose] = 'cope_a_331' or [cdc_covid_xx_b_firstdose] = 'COPE_A_204')",,,,,,
dmfs_29_seconddose,summer_minute_survey_on_covid19_vaccines,,checkbox,"What factors might make you less likely to get the vaccine? Please select all that apply.","cope_a_293, I do not want to pay for it. | cope_a_354, Difficulty in making an appointment. | cope_a_355, I had a severe adverse reaction to the first COVID-19 dose. | cope_a_356, I know family/friends that had a severe adverse reaction to the second COVID-19 dose. | cope_a_353, I am currently pregnant, planning a pregnancy, or breastfeeding. | COPE_A_204, Other","Start Date: 6/10/2021",,,,,"[dmfs_xx_1_seconddose] = 'cope_a_317' or [dmfs_xx_1_seconddose] = 'cope_a_273' or [dmfs_xx_1_seconddose] = 'cope_a_315' or [dmfs_xx_1_seconddose] = 'cope_a_316'",,,,,,
dmfs_29_seconddose_other,summer_minute_survey_on_covid19_vaccines,,text,"Please specify:",,"Start Date: 6/10/2021",,,,,"[dmfs_29_seconddose(COPE_A_204)] = '1'",,,,,,"REGISTERED_QUESTION_SUPPRESSED
CONTROLLED_QUESTION_SUPPRESSED"
outro_text,summer_minute_survey_on_covid19_vaccines,,descriptive,"Thank you for participating in this COVID-19 Vaccine Survey! Now that you've finished sharing your thoughts with All of Us, please remember to click the 'Submit' button to make sure your responses are recorded. We may be in touch to ask about future COVID-19 vaccination experiences.

If you are interested in seeing additional resources about COVID-19 vaccines and research, as well as resources related to mental health, please see the COVID-19 Resources list under the Support tab in your Participant Portal.",,,,,,,,,,,,,
covid_19_vaccine_content,covid19_vaccine_survey_documentation,,descriptive,"COVID-19 Vaccine Survey Content (updated 4/13/21)",,,,,,,,,,,,,
covid_19_vaccine_content_tracked_changes,covid19_vaccine_survey_documentation,,descriptive,"COVID-19 Vaccine Survey Content Tracked Changes since submission (updated 6/11/2021)",,,,,,,,,,,,,
